partnerid,MaxSameIpCount,NoOfUniqueIp,IpClickRatio,IpVariance,MaxSameAgentCount,NoOfUniqueAgent,AgentClickRatio,AgentVariance,MaxSameCidCount,NoOfUniqueCid,CidClickRatio,CidVariance,MaxSameCntrCount,NoOfUniqueCntr,CntrClickRatio,CntrVariance,TotalClicks,NoOfUniqueReferer,RefererClickRatio,NonRefererClickRatio,AvgClickPer1Min,AvgClickPer5Min,AvgClickPer3Hr,AvgClickPer6Hr,MaxClickPer1Min,MaxClickPer5Min,MaxClickPer3Hr,MaxClickPer6Hr,TimeatVariance1Min,TimeatVariance5Min,TimeatVariance3Hr,TimeatVariance6Hr,Skew1Min,Skew5Min,Skew3Hr,Skew6Hr,EntropyIplong,EntropyCid,EntropyAgent,EntropyCntr,CategoryPrior,status
8jhyg,2,6,0.86,0.14,3,4,0.57,0.69,3,5,0.71,0.64,3,4,0.57,0.69,7,5,0.71,0.29,1,1.4,2.33,2.33,1,2,3,3,0,0.24,0.22,0.22,0,0.41,0.71,0.71,2.52,2.13,1.84,1.84,7,OK
8ji11,2,5,0.83,0.16,2,5,0.83,0.16,1,6,1,0,3,3,0.5,0.67,6,5,0.83,0.17,1,1,1.2,1.2,1,1,2,2,0,0,0.16,0.16,0,0,1.5,1.5,2.25,2.58,2.25,1.46,6,OK
8ji1d,2,3,0.75,0.22,1,4,1,0,1,4,1,0,3,2,0.5,1,4,3,0.75,0.25,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.5,2,2,0.81,4,OK
8ji1k,870,281,0.2,2699.85,70,297,0.21,84.87,217,125,0.09,889.63,510,33,0.02,9346.18,1439,145,0.1,0.9,1.2,2.17,57.56,110.69,4,7,106,182,0.22,1.46,552.41,2259.75,2.48,1.01,-0.05,-0.16,3.66,5.04,6.95,3.19,1439,OK
8ji1l,3996,967,0.13,16926.91,2500,352,0.05,21925.99,612,326,0.04,4503.4,2667,44,0.01,228917.34,7589,997,0.13,0.87,2.33,8.89,303.56,583.77,11,29,688,1206,2.18,29.77,22975.85,85260.95,1.5,0.96,0.42,0.29,4.44,6.11,4.49,2.97,7589,OK
8ji1s,33,365,0.65,3.64,55,108,0.19,75.11,151,21,0.04,1443.61,562,1,0,0,562,304,0.54,0.46,1.12,1.57,22.48,43.23,4,8,68,95,0.16,0.89,228.73,557.25,3.82,2.61,1.31,0.58,8.12,3.27,5.67,0,562,OK
8ji1u,72,94,0.33,88.56,75,39,0.13,200.86,37,34,0.12,72.25,155,8,0.03,2493.86,289,205,0.71,0.29,1.07,1.28,11.56,22.23,4,8,29,42,0.1,0.49,66.89,175.41,5.76,4.92,0.8,-0.03,4.75,4.44,3.87,1.79,289,Observation
8ji2e,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ji49,12,16,0.55,7.03,2,24,0.83,0.16,3,23,0.79,0.28,13,9,0.31,13.51,29,10,0.34,0.66,1.04,1.04,2.23,2.64,2,2,4,6,0.03,0.03,0.95,2.41,5,5,0.03,0.91,3.24,4.42,4.51,2.48,29,OK
8ji4k,814,839,0.4,787.77,205,405,0.19,169.84,274,330,0.16,300.68,454,86,0.04,3848.11,2085,821,0.39,0.61,1.3,2.77,83.4,160.38,6,18,137,234,0.37,3.18,768.24,3084.24,2.47,1.97,-0.27,-1.24,6.67,6.87,7.28,4.4,2085,OK
8ji4m,24,45,0.51,12.89,10,52,0.59,3.29,15,46,0.52,5.56,23,14,0.16,42.92,88,24,0.27,0.73,1.04,1.21,4,7.33,2,5,12,16,0.03,0.38,8.91,21.72,5.04,4.01,1.25,0.67,4.55,4.96,5.22,3.15,88,OK
8ji4n,12,12,0.5,9.17,3,17,0.71,0.36,3,18,0.75,0.33,3,12,0.5,0.67,24,8,0.33,0.67,1,1,1.6,2.4,1,1,3,5,0,0,0.64,1.64,0,0,0.84,0.65,2.71,4.05,3.97,3.46,24,OK
8ji60,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ji8h,62,104,0.49,36.35,37,76,0.36,20.21,22,50,0.23,29.63,110,18,0.08,618.03,213,79,0.37,0.63,1.07,1.21,8.52,16.38,5,10,25,40,0.12,0.61,22.73,78.08,8.13,8.5,1.63,1.18,5.4,4.76,5.44,2.56,213,OK
8ji8l,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,OK
8ji9t,1,2,1,0,2,1,0.5,0,1,2,1,0,1,2,1,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,OK
8jiak,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jiam,1,2,1,0,2,1,0.5,0,1,2,1,0,1,2,1,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,OK
8jian,2,3,0.75,0.22,4,1,0.25,0,2,3,0.75,0.22,2,3,0.75,0.22,4,2,0.5,0.5,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,1.5,1.5,0,1.5,4,OK
8jibl,13,39,0.68,3.68,5,33,0.58,1.53,7,30,0.53,3.22,34,12,0.21,79.19,57,25,0.44,0.56,1.04,1.1,3.35,4.75,2,3,12,16,0.04,0.13,7.64,19.02,4.95,3.93,1.79,1.4,4.77,4.44,4.75,2.28,57,OK
8jibp,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jict,25,50,0.47,17.47,36,41,0.39,29.32,88,16,0.15,441.61,52,6,0.06,509.22,106,29,0.27,0.73,1.06,1.16,4.61,8.15,2,4,15,15,0.06,0.23,9.8,18.75,3.71,3.53,1.7,0.26,4.55,1.31,4.27,1.4,106,OK
8jid2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jiex,144,227,0.52,90.97,57,158,0.36,25.92,267,107,0.24,654.23,247,40,0.09,1466.85,440,93,0.21,0.79,1.05,1.32,17.6,33.85,3,5,29,54,0.05,0.38,52.56,198.13,4.71,2.23,-0.3,-0.71,5.97,3.47,6.43,2.94,440,OK
8jif4,1,3,1,0,1,3,1,0,1,3,1,0,3,1,0.33,0,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0,3,OK
8jifa,2,10,0.83,0.16,5,6,0.5,2,9,3,0.25,12.67,5,4,0.33,2,12,8,0.67,0.33,1.09,1.09,1.5,1.71,2,2,2,3,0.08,0.08,0.25,0.49,2.85,2.85,0,0.46,3.25,1.04,2.28,1.83,12,OK
8jiff,40,53,0.55,28.1,16,52,0.54,5.08,7,65,0.67,1.14,41,26,0.27,60.43,97,55,0.57,0.43,1.03,1.1,4.22,7.46,2,3,10,17,0.03,0.11,7.74,22.25,5.33,3.46,0.87,0.57,4.3,5.76,5.2,3.37,97,OK
8jigh,27,46,0.57,14.36,11,51,0.63,2.4,27,36,0.44,19.47,60,9,0.11,329.11,81,19,0.23,0.77,1,1.11,3.38,6.23,1,2,13,15,0,0.1,8.57,15.56,0,2.5,1.72,0.69,4.52,4.09,5.3,1.5,81,OK
8jik8,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jil2,3,7,0.78,0.49,2,8,0.89,0.11,2,8,0.89,0.11,3,6,0.67,0.58,9,3,0.33,0.67,1,1,1.13,1.29,1,1,2,2,0,0,0.11,0.2,0,0,2.27,0.95,2.64,2.95,2.95,2.42,9,OK
8jim2,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8jin3,6,13,0.68,1.79,6,12,0.63,1.91,2,15,0.79,0.2,4,12,0.63,1.24,19,9,0.47,0.53,1,1,1.46,2.38,1,1,3,4,0,0,0.56,0.73,0,0,1.24,0.39,3.33,3.83,3.22,3.3,19,OK
8jior,212,198,0.42,223.51,40,150,0.32,19.82,309,84,0.18,1112,212,35,0.07,1348.54,472,330,0.7,0.3,1.06,1.35,18.88,36.31,3,4,30,54,0.08,0.37,36.11,165.6,4.78,1.85,-0.49,-1.1,5.11,2.99,6.48,3.11,472,OK
8jisx,80,81,0.42,75.84,20,69,0.36,10.59,18,59,0.3,16.65,55,21,0.11,237.61,194,127,0.65,0.35,1.1,1.28,7.76,14.92,3,4,23,35,0.1,0.33,22.42,75.76,3.13,2.17,1.33,0.62,4.6,5.07,5.49,3.02,194,OK
8jith,2,2,0.67,0.25,3,1,0.33,0,1,3,1,0,3,1,0.33,0,3,1,0.33,0.67,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.92,1.58,0,0,3,OK
8jiu2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jiuc,40,90,0.62,17.17,28,59,0.41,14.79,7,78,0.54,1.69,134,7,0.05,2141.92,145,74,0.51,0.49,1.07,1.26,5.8,11.15,3,5,16,20,0.08,0.47,14.56,25.51,4.13,3.65,0.85,0.17,5.41,6,5.09,0.54,145,OK
8jiwm,1,2,1,0,2,1,0.5,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,OK
8jiy2,38,85,0.58,17.21,18,58,0.39,8.77,91,40,0.27,196.17,61,15,0.1,270.43,147,96,0.65,0.35,1.08,1.2,6.39,12.25,3,3,15,25,0.09,0.21,11.54,34.52,3.87,2.29,0.86,0.8,5.35,2.9,5.29,2.56,147,OK
8jiy8,2,4,0.8,0.19,2,4,0.8,0.19,2,3,0.6,0.22,5,1,0.2,0,5,4,0.8,0.2,1,1,1.25,1.67,1,1,2,3,0,0,0.19,0.89,0,0,1.15,0.71,1.92,1.52,1.92,0,5,OK
8jiz8,2,2,0.67,0.25,2,2,0.67,0.25,2,2,0.67,0.25,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1.5,1.5,1,1,2,2,0,0,0.25,0.25,0,0,0,0,0.92,0.92,0.92,0.92,3,OK
8jj05,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8jj1n,187,207,0.42,166.89,54,149,0.3,28.09,98,189,0.38,61.52,263,29,0.06,2456.88,497,116,0.23,0.77,1.11,1.51,19.88,38.23,5,12,67,99,0.16,1.06,252.35,732.64,4.57,4.4,1.54,0.84,5.56,6.1,6.41,2.54,497,OK
8jj1s,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jj35,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jj3f,1,6,1,0,2,5,0.83,0.16,1,6,1,0,6,1,0.17,0,6,3,0.5,0.5,1,1,1.2,1.5,1,1,2,3,0,0,0.16,0.75,0,0,1.5,1.15,2.58,2.58,2.25,0,6,OK
8jj6m,20,73,0.68,5.48,40,46,0.43,33.53,77,20,0.19,271.44,46,20,0.19,96.14,108,18,0.17,0.83,1.09,1.19,5.14,9.82,4,5,14,21,0.14,0.31,10.22,16.69,5.41,4.34,1.24,1.64,5.55,1.99,4.18,3.1,108,OK
8jj7t,12868,13126,0.33,12875.93,8332,1208,0.03,66715.07,3450,634,0.02,123841.41,18952,147,0,999999.99,39497,7475,0.19,0.81,9.44,45.71,1579.88,3038.23,92,361,5985,7227,128.21,2745.25,999999.99,999999.99,2.35,2.26,1.8,0.7,8.86,5.35,6.69,3.55,39497,OK
8jj80,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jj96,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8jj9d,10,8,0.47,8.86,4,13,0.76,0.67,1,17,1,0,7,7,0.41,4.53,17,12,0.71,0.29,1.06,1.13,1.7,1.89,2,2,4,4,0.06,0.12,0.81,0.77,3.61,2.16,1.45,1.21,2.13,4.09,3.5,2.34,17,OK
8jjao,130,116,0.41,143.57,43,88,0.31,33.28,29,84,0.3,20.76,248,14,0.05,3996.45,283,91,0.32,0.68,1.11,1.42,11.32,21.77,3,7,28,40,0.13,0.76,49.34,153.72,3.35,2.92,0.87,-0.07,4.51,5.59,5.44,0.94,283,Observation
8jjap,1104,1132,0.44,1074.86,379,367,0.14,558.48,150,338,0.13,210.73,1663,37,0.01,71359.29,2551,615,0.24,0.76,1.38,3.26,102.04,196.23,7,18,147,278,0.48,4.72,1030.92,4894.18,2.34,1.79,-0.89,-1.28,6.58,7.08,6.64,2.44,2551,OK
8jjc5,5376,2190,0.23,13241.97,766,579,0.06,2532.96,1915,188,0.02,30973.4,6642,29,0,999999.99,9699,1434,0.15,0.85,2.79,11.38,387.96,746.08,16,40,726,1338,3.3,45.59,33343.56,121389.3,1.58,0.81,0.08,0.08,5.23,5.01,7.21,1.57,9699,OK
8jjds,40,48,0.46,31.06,16,39,0.38,8.94,9,49,0.47,3.82,41,9,0.09,205.58,104,65,0.63,0.38,1.04,1.2,4.95,8.67,3,5,19,21,0.06,0.41,17.85,29.39,6.58,4,1.86,0.68,4.27,5.18,4.7,2.21,104,OK
8jjhc,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jjji,11537,5295,0.17,25763.98,6901,1234,0.04,42005.64,1174,844,0.03,11679.8,6092,92,0,825846.44,30723,4035,0.13,0.87,7.2,35.56,1228.92,2363.31,108,310,2478,4443,31.49,587.34,365539.51,999999.99,5.15,4.85,0.62,0.28,7.02,7.5,7,4.15,30723,OK
8jjo9,111,128,0.32,112.38,63,151,0.38,26.94,31,47,0.12,78.8,89,20,0.05,738.15,401,163,0.41,0.59,1.09,1.41,16.04,30.85,4,7,31,58,0.12,0.67,58.68,197.36,4.52,2.78,-0.18,-0.1,5.14,4.84,6.45,3.16,401,OK
8jjph,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jjs6,587,1147,0.55,300.12,268,314,0.15,352.85,112,274,0.13,122.24,1530,61,0.03,37904.65,2090,1272,0.61,0.39,1.32,2.79,83.6,160.77,8,14,176,324,0.42,3.28,1114.4,4816.33,2.81,1.67,1,0.4,7.97,7.16,6.66,1.91,2090,Fraud
8jjsg,54,7,0.11,341.92,5,39,0.64,0.86,13,22,0.36,9.36,20,13,0.21,34.52,61,41,0.67,0.33,1.03,1.05,3.21,5.08,2,2,7,10,0.03,0.05,3.32,7.41,5.15,4.05,0.42,0.16,0.8,3.84,5.08,2.82,61,OK
8jjve,14,12,0.46,12.81,5,15,0.58,1.53,7,18,0.69,1.91,9,7,0.27,7.35,26,6,0.23,0.77,1.08,1.3,2,2.89,2,3,6,6,0.08,0.31,2.62,2.77,3.02,1.7,1.31,0.61,2.57,3.79,3.61,2.44,26,OK
8jjvh,1,11,1,0,6,6,0.55,3.47,5,5,0.45,2.16,6,6,0.55,3.47,11,4,0.36,0.64,1.57,1.57,1.57,1.57,3,3,3,3,0.82,0.82,0.82,0.82,0.95,0.95,0.95,0.95,3.46,2.04,2.05,2.05,11,OK
8jjxl,2,3,0.75,0.22,2,3,0.75,0.22,1,4,1,0,2,2,0.5,0,4,3,0.75,0.25,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,1.5,2,1.5,1,4,OK
8jk01,615,1579,0.56,245.15,632,294,0.1,1911.95,614,243,0.09,1944.18,2434,44,0.02,130864.47,2813,1324,0.47,0.53,1.55,3.95,112.52,216.38,14,25,326,467,0.98,8.72,5294.89,14574.39,4.05,2.05,1,0.1,8.6,5.58,5.69,1.13,2813,OK
8jk02,41,46,0.41,39.37,12,49,0.44,5.17,25,10,0.09,65.29,106,4,0.04,2041.69,111,36,0.32,0.68,1.03,1.09,4.44,8.54,2,2,9,13,0.03,0.08,4.57,10.25,5.75,2.9,0.23,-0.31,3.98,2.88,5.12,0.33,111,OK
8jk0d,39,11,0.05,179.17,227,4,0.02,9576.75,218,11,0.05,3884.63,227,4,0.02,9576.75,230,2,0.01,0.99,1.04,1.2,10,19.17,2,4,28,42,0.04,0.26,40.09,130.81,4.65,2.71,1.12,0.72,3.04,0.47,0.12,0.12,230,Fraud
8jk15,1092,1494,0.41,847.35,853,392,0.11,2099.81,104,335,0.09,241.94,2349,59,0.02,98985.19,3648,748,0.21,0.79,1.86,4.64,145.92,280.62,23,88,474,610,4.63,55.65,14039.67,28521.62,4.93,6.55,1.96,0.68,7.53,7.32,6.22,2.02,3648,OK
8jk1x,682,741,0.45,626.89,83,341,0.2,81.13,89,310,0.19,83.26,753,90,0.05,6312.52,1664,664,0.4,0.6,1.26,2.37,66.56,128,5,12,143,215,0.33,2.61,785.53,2495.08,2.61,1.93,0.97,-0.53,6.38,7.2,7.25,3.98,1664,OK
8jk3i,208,235,0.48,181.52,41,176,0.36,15.4,82,207,0.42,35.84,171,60,0.12,535.59,489,269,0.55,0.45,1.11,1.45,19.56,37.62,3,9,47,76,0.13,0.69,98.17,351.01,3.55,3.31,0.95,0.33,5.44,6.62,6.72,4.03,489,OK
8jk4m,5416,4972,0.17,12074.33,6224,1097,0.04,41329.98,5667,447,0.02,107107.86,13998,140,0,999999.99,29303,3044,0.1,0.9,6.97,33.92,1172.12,2254.08,29,90,2394,4710,22.06,416.87,430646.75,999999.99,0.99,0.69,0.57,0.64,7.26,5.55,6.7,3.19,29303,OK
8jk57,72,78,0.42,65.34,21,73,0.39,10.6,114,47,0.25,264.4,63,21,0.11,222.28,187,113,0.6,0.4,1.04,1.22,7.48,14.38,2,3,16,25,0.04,0.23,13.29,39.93,4.41,2.04,0.43,-0.37,4.56,3.02,5.55,3.16,187,OK
8jk7c,1,4,1,0,1,4,1,0,1,4,1,0,3,2,0.5,1,4,3,0.75,0.25,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,0.81,4,OK
8jk8e,4,2,0.29,0.25,3,4,0.57,0.69,3,4,0.57,0.69,3,4,0.57,0.69,7,2,0.29,0.71,1.17,1.17,1.4,1.75,2,2,3,3,0.14,0.14,0.64,0.69,1.79,1.79,1.5,0.49,0.99,1.84,1.84,1.84,7,OK
8jk8g,42408,20913,0.2,86953.43,17158,1676,0.02,238506.95,4878,927,0.01,221640.07,23768,158,0,999999.99,105696,24661,0.23,0.77,24.47,122.33,4227.84,8130.46,458,697,10422,17258,623,6888.56,999999.99,999999.99,10.39,2.41,0.92,0.62,7.85,6.7,7.02,4.52,105696,OK
8jk8n,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jka2,3,3,0.6,0.89,4,2,0.4,2.25,5,1,0.2,0,3,3,0.6,0.89,5,1,0.2,0.8,1.25,1.67,1.67,1.67,2,3,3,3,0.19,0.89,0.89,0.89,1.15,0.71,0.71,0.71,1.37,0,0.72,1.37,5,OK
8jkce,2,12,0.8,0.19,4,10,0.67,0.85,3,12,0.8,0.35,11,3,0.2,18,15,3,0.2,0.8,1,1,1.5,1.67,1,1,3,4,0,0,0.45,0.89,0,0,0.99,1.5,3.51,3.46,3.11,1.1,15,OK
8jkdf,204,176,0.42,232.57,70,106,0.25,62.58,39,109,0.26,39.05,414,3,0.01,37904.22,416,60,0.14,0.86,1.1,1.46,16.64,32,3,5,38,63,0.1,0.57,98.63,317.08,3.14,1.73,0.52,0.05,4.75,5.74,5.56,0.05,416,OK
8jkdr,95,108,0.44,81.67,21,102,0.41,8.19,32,93,0.38,16.98,49,35,0.14,98.11,247,5,0.02,0.98,1.06,1.23,9.88,19,3,4,25,37,0.07,0.28,24.03,73.54,5.18,2.45,1.15,0.16,4.94,5.69,6.06,4.14,247,OK
8jkea,31547,10088,0.13,99570.81,11959,1659,0.02,106943.56,3957,1323,0.02,68010.91,9640,136,0,999999.99,75507,18180,0.24,0.76,17.49,87.39,3020.28,5808.23,343,1088,10371,15158,612.56,13257,999999.99,999999.99,6.7,5.73,1.85,1.06,7.23,7.13,7.35,5.35,75507,OK
8jkec,285,261,0.36,311.04,50,227,0.32,30.06,56,149,0.21,78.33,216,64,0.09,807.07,717,473,0.66,0.34,1.1,1.6,28.68,55.15,3,7,69,105,0.11,0.82,234.62,607.36,3.29,1.99,0.78,-0.05,5.47,5.88,6.89,4.31,717,OK
8jked,954,783,0.3,1233.81,100,456,0.18,99.63,524,364,0.14,989.43,1203,87,0.03,17679.83,2571,1663,0.65,0.35,1.37,3.29,102.84,197.77,6,15,144,275,0.46,4.07,909.97,3868.49,2.2,1.12,-0.63,-1.01,6.03,5.91,7.74,3.54,2571,OK
8jkfd,643,699,0.45,588.84,258,191,0.12,890.24,207,132,0.09,827.37,1399,28,0.02,66968.38,1537,401,0.26,0.74,1.21,2.31,61.48,118.23,4,9,120,216,0.24,2.13,807.77,2926.79,2.42,1.42,-0.02,0.02,6.38,5.15,5.21,0.78,1537,OK
8jkff,33,46,0.59,21.78,9,37,0.47,3.18,78,1,0.01,0,78,1,0.01,0,78,41,0.53,0.47,1.01,1.07,7.09,13,2,2,16,24,0.01,0.06,16.45,45.33,8.6,3.42,0.52,0.32,4.15,0,4.82,0,78,OK
8jkh1,736,467,0.25,1167.94,807,227,0.12,2885.15,216,153,0.08,1203.46,993,54,0.03,22665.21,1862,720,0.39,0.61,1.28,2.56,74.48,143.23,5,10,143,235,0.34,2.75,774.73,2860.02,2.34,1.32,0.38,-0.8,5.81,4.95,4.8,2.27,1862,Observation
8jkhu,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,OK
8jkhv,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8jkij,4819,4560,0.31,5130.19,1926,339,0.02,23022.33,9503,418,0.03,215426.59,2278,139,0.01,99680.45,14540,1699,0.12,0.88,3.58,16.83,581.6,1118.46,14,41,907,1645,4.17,43.03,32162,160246.4,0.91,0.41,-0.3,-0.85,8.08,3.52,5.82,4.74,14540,OK
8jkk9,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jkmi,13,77,0.71,2.27,12,39,0.36,7,11,35,0.32,8.02,108,1,0.01,0,108,31,0.29,0.71,1.02,1.07,4.7,8.31,2,2,9,16,0.02,0.06,5.95,22.83,7.07,3.39,0.41,0,5.88,4.63,4.8,0,108,OK
8jkof,48,228,0.61,12.87,40,100,0.27,32.52,27,89,0.24,35.1,307,13,0.03,6496.83,373,19,0.05,0.95,1.11,1.42,14.92,28.69,6,14,33,57,0.2,1.03,76.07,288.06,6.59,7.64,0.46,0.44,6.99,5.52,5.71,1.16,373,OK
8jkor,292,741,0.61,114.97,79,263,0.22,71.22,152,221,0.18,175.06,756,55,0.05,10417.16,1219,600,0.49,0.51,1.24,2.04,48.76,93.77,14,23,103,188,0.51,2.59,512.26,2014.02,8.13,4.83,0.57,0.17,7.87,6.35,6.95,2.49,1219,OK
8jkp0,3252,2368,0.3,4478.02,777,706,0.09,1661.62,1012,437,0.06,5126.37,844,114,0.01,21587.99,7779,5091,0.65,0.35,2.38,9.05,311.16,598.38,12,45,714,1335,2.64,38.97,28803.41,102614.85,1.66,1.46,0.66,0.72,6.98,6.05,7.4,5.08,7779,OK
8jkp1,7444,3859,0.23,14403.43,2111,993,0.06,6775.98,718,708,0.04,3349.98,4398,117,0.01,215289.04,16553,9336,0.56,0.44,4.03,19.16,662.12,1273.31,22,71,1457,2353,6.04,81.55,65711.95,270969.44,1.44,1.68,1.01,0.03,6.84,7.59,7.36,4.55,16553,OK
8jkqn,23,94,0.64,6.41,16,73,0.49,6.11,12,67,0.45,4.49,120,10,0.07,1248.76,148,48,0.32,0.68,1.04,1.14,6.43,12.33,2,3,14,23,0.04,0.13,12.51,37.06,4.55,2.55,0.67,0.43,5.91,5.59,5.6,1.12,148,OK
8jkrj,13,59,0.68,4.69,14,42,0.48,6.07,12,22,0.25,10.04,74,5,0.06,809.84,87,27,0.31,0.69,1.04,1.12,3.63,6.69,3,3,9,18,0.06,0.15,6.15,17.44,7.17,3.57,0.83,1.1,5.22,4.02,4.8,0.81,87,OK
8jks4,9,16,0.57,4.06,5,18,0.64,1.25,4,21,0.75,0.6,11,12,0.43,8.06,28,10,0.36,0.64,1.17,1.47,2.15,2.8,2,4,5,8,0.14,0.88,1.82,5.36,1.79,1.99,0.84,1.07,3.43,4.21,3.89,2.89,28,OK
8jksm,34,62,0.56,17.46,6,64,0.58,1.57,8,61,0.55,2.57,33,28,0.25,35.03,111,76,0.68,0.32,1.07,1.16,4.83,9.25,3,3,11,17,0.08,0.15,5.53,17.02,4.6,2.4,0.77,0.53,4.9,5.55,5.7,3.98,111,OK
8jkt3,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8jktn,1185,2396,0.55,592.71,453,314,0.07,1254.14,2599,144,0.03,46548.03,4110,30,0.01,542181.4,4378,305,0.07,0.93,1.76,5.48,175.12,336.77,8,22,371,512,1.08,12.08,8332.75,23335.25,1.6,0.96,0.18,-0.58,8.65,3.41,6.48,0.53,4378,OK
8jku2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jkul,2504,4691,0.44,1361.81,904,577,0.05,4081.98,1011,319,0.03,19411.08,3511,114,0.01,133624,10563,5937,0.56,0.44,2.82,12.27,422.52,812.54,13,36,687,1197,2.91,33.69,23281.69,101528.4,1.2,0.56,-0.03,-0.54,9.29,5,6.71,3.83,10563,OK
8jkv1,69,109,0.48,42.67,64,62,0.27,65.68,13,95,0.42,4.28,201,13,0.06,2813.93,226,68,0.3,0.7,1.08,1.34,9.04,17.38,3,4,22,34,0.08,0.45,41.72,87.93,3.63,2.09,0.78,0.27,5.4,6.15,4.77,0.84,226,OK
8jkv9,18,15,0.45,17.89,5,23,0.7,1.29,3,27,0.82,0.25,19,12,0.36,24.19,33,17,0.52,0.48,1.06,1.18,2.54,3.67,2,3,8,8,0.06,0.22,3.02,3.56,3.55,2.65,2.22,1.38,2.71,4.66,4.22,2.42,33,OK
